id,advmath8,urban,region,gender,famsize,parmarl8,homelang,slfcnc08,slfcnc10,slfcnc12,schtyp8,tcherint,late12,cuts12,absent12,approg,hwkin12,hwkout12,excurr12,computer,hsprog,unitengl,unitmath,unitcalc,schattrt,apoffer,nursery,algebra8,numinst,edexpect,expinc30,achrdg08,achmat08,achsci08,achsls08,achrdg10,achmat10,achsci10,achsls10,achrdg12,achmat12,achsci12,achsls12,cigarett,alcbinge,marijuan,ses
199,1,1,4,1,7,6,2,15,18,32,1,2,1,2,3,1,2,3,3,0,2,5,2.5,0,NA,10,0,1,1,4,45000,52.31,54.02,63.03,71.94,57.86,52.32,60.94,57.4,59.25,54.14,55.86,59.11,0,0,0,6
200,1,3,4,1,4,6,4,25,26,43,1,2,5,5,5,1,7,1,2,1,4,3,3,0,93,10,NA,1,1,4,50000,57.2,60.08,58.13,62.11,58.42,65.23,45.71,53.73,49.97,59.64,60.8,42.26,0,0,0,18
201,0,1,4,1,3,6,4,25,9,30,1,3,1,3,3,0,3,3,0,0,4,3,2,0,88,18,1,0,1,1,45000,51.82,39.71,38.69,44.7,51.19,39.78,41.78,47.36,48.47,36.57,39.97,39.31,1,0,1,13
202,1,1,4,0,6,6,2,30,35,43,1,2,1,1,1,0,0,1,4,1,2,3.5,3,0,88,18,NA,1,1,2,35000,50.3,51.08,58.48,50.07,55.37,51.73,50.81,50.13,52.46,44.63,45.47,46.69,0,0,1,18
203,1,2,4,1,9,6,2,7,20,21,1,2,2,1,5,0,7,8,2,0,2,4,3,0,NA,6,0,1,1,4,45000,46.28,51.41,56.57,56.33,47.59,53.3,50.97,54.65,59.76,51.37,46.43,57.64,0,0,0,6
204,1,2,4,1,4,6,2,22,26,32,1,2,1,1,2,1,6,7,7,1,1,4,4,0,93,6,1,1,2,3,35000,51.23,65.47,50.71,49.25,54.96,56.91,48.71,60.36,55.38,59.08,54.94,58.88,0,0,0,6
205,1,2,4,1,5,6,4,21,35,39,1,2,1,1,2,0,5,5,4,0,2,4,3.5,0,NA,0,0,1,2,2,35000,51.26,51.06,56.2,41.59,55.86,53.08,45.27,45.04,60.87,54.04,52.16,48.58,0,0,0,15
206,1,1,4,0,5,6,1,25,23,33,1,2,2,2,3,1,1,2,0,1,2,4,3,0,88,10,0,0,1,3,40000,39.79,51.48,45.08,48.54,43.59,55.48,44.67,38.47,47.79,59.24,52.62,43.19,0,0,0,17
207,1,1,4,1,5,6,4,11,20,27,1,2,2,3,2,1,2,5,2,0,2,4,4,1,88,10,0,1,1,2,30000,49.83,69.93,65.79,50.83,50.97,65.45,60.19,56.5,47.99,66.04,61.07,63.32,0,0,0,11
208,1,3,4,1,5,6,4,22,28,34,1,2,5,0,2,0,2,2,5,1,2,4,4,0,98,2,NA,1,1,2,50000,59.11,68.28,77.72,74.49,61.88,66.08,67.59,66.5,63.06,63.47,69.35,68.47,0,0,0,18
209,1,2,4,0,3,6,3,16,21,40,1,2,1,1,0,1,2,7,4,1,1,4,4,1,NA,8,NA,1,1,3,75000,65.13,69.4,64.15,53.31,56.28,66.08,53.02,50.11,64.34,66.76,62.92,68.47,0,0,1,25
210,1,2,4,1,5,6,2,7,11,5,1,2,1,0,2,0,2,6,0,0,2,4,4,1,NA,8,0,1,1,4,60000,46.5,61.43,46.35,44.96,46.54,59.58,45.23,41.32,47.22,61.99,52.34,56.72,1,0,0,12
211,1,2,4,1,4,6,3,26,21,31,1,2,4,1,5,1,1,3,3,1,2,4,3,0,NA,8,1,NA,1,3,40000,54.55,53.96,51.76,50.61,50.91,54.89,47.52,50.16,56.82,52.87,51.59,52.52,0,0,0,14
212,1,1,4,0,6,6,1,19,17,17,1,2,5,5,3,1,1,2,0,0,3,4.5,2.5,0,NA,6,1,1,1,4,30000,69.15,77.2,66.83,60.88,47.29,49.28,48.15,54.87,55.29,51.62,50.34,66.07,0,0,1,2
213,0,3,4,1,4,6,4,7,9,23,1,2,0,0,1,0,7,3,4,0,2,4.5,4,0,98,1,1,0,1,4,75000,70.55,66.11,78.47,76.7,64.77,62.52,71.72,71.12,63.93,64.1,67.26,66.91,0,0,0,19
214,1,2,4,1,6,6,4,27,30,41,1,2,0,2,2,0,4,3,1,0,1,4,3,0,97,NA,1,1,1,1,20000,52.96,44.61,45.36,58.49,53.98,46.73,40.08,35.7,49.64,48.88,49.99,37.81,0,0,0,6
215,1,1,4,0,9,6,2,19,11,20,1,2,1,1,1,1,8,8,3,1,1,4,4,1,85,5,1,1,1,4,NA,59.42,67.96,58.1,62.37,58.23,65.41,56.49,72.89,63.14,66.39,69.35,66.94,0,0,0,23
216,1,3,4,1,4,6,4,20,7,22,1,2,0,0,2,0,4,3,1,1,4,4,2,0,NA,5,NA,1,1,1,65000,47.09,48.26,51.92,49.79,45.3,48.44,48.95,55.74,45.13,47.86,48.76,47.06,0,0,1,18
217,0,1,4,1,8,6,2,20,23,35,1,2,1,2,3,0,4,4,3,1,3,4.25,4,0,98,1,1,0,1,3,30000,42.57,50.29,47.04,49.89,46.5,54.67,46.11,54.51,49.79,51.4,48.57,63.04,0,0,0,19
218,1,3,4,1,4,6,4,21,33,41,1,2,2,0,1,0,7,4,6,1,2,4,4,0,95,6,1,0,1,3,50000,66.85,63.22,49.42,51.37,59.74,60.27,50.07,52.21,54.81,54.99,43.8,54.09,0,1,0,25
219,1,3,4,1,4,6,3,29,23,35,1,1,1,1,1,1,6,4,5,0,1,4,3,0,95,6,NA,1,1,3,40000,70.55,72.41,70.84,60.63,66.85,69.96,67.32,57.04,65.44,65,60.52,64.85,0,0,0,19
220,0,2,4,0,4,6,4,28,23,25,1,2,3,1,2,0,1,1,4,1,2,3,4,0,93,6,1,0,1,3,10000,52.16,50.11,53.4,55.45,65.87,59.44,60.37,59.78,51.15,59.72,61.5,55.87,0,1,0,11
221,0,2,4,0,6,6,1,17,16,43,1,2,4,1,0,1,3,4,2,0,2,4,4,0,98,6,1,1,1,2,95000,63,46.54,52.48,72.57,62.93,53.34,52.06,61.08,61.45,53.71,57.5,57.27,0,0,0,17
222,0,2,4,0,9,6,4,15,7,27,1,2,0,0,0,0,8,8,7,1,4,3.5,3,0,94,4,0,1,2,4,150000,54.92,66.94,63.42,65.95,62.83,62.61,62.34,72.89,60.4,62.12,65.67,68.47,0,0,0,21
223,1,3,4,1,4,6,4,22,6,24,1,2,0,0,2,0,2,7,2,0,4,4,3.5,0,94,6,0,1,1,2,40000,42.59,44.7,39.08,50.26,54.64,52.34,42.18,52.29,59.67,53.32,48.99,50.43,0,0,0,19
224,0,3,4,0,4,6,4,18,21,33,1,2,2,0,1,0,2,3,2,0,2,3,3,0,94,0,1,1,1,3,50000,44.24,57.12,61.79,54.16,49.62,60.56,61.93,49,53.05,60.59,61,50.59,0,0,0,20
225,1,3,4,0,5,6,4,18,23,26,1,2,0,0,0,0,6,6,0,1,2,3,2.5,0,94,0,NA,1,1,3,40000,59.93,57.73,40.35,51.34,59.24,62.73,65.35,59.09,39.01,44.67,64.99,57.25,1,1,1,18
226,1,2,4,0,4,6,4,22,25,33,1,1,1,0,1,1,4,6,3,0,1,4,3.5,1,94,3,1,1,1,4,60000,49.95,61.92,57.53,55.24,53.49,64.4,60.26,54.97,64.91,65.18,62.44,62.15,0,0,0,17
227,0,2,4,0,4,6,4,20,25,41,1,2,1,0,1,0,2,3,4,0,2,3.5,4,0,94,3,0,0,1,3,30000,49.71,52.77,59.33,49.62,57.66,60.02,59.8,48.8,57.12,61.82,60.55,51.91,0,0,0,14
228,1,2,4,0,4,6,4,19,21,23,1,2,0,0,2,1,3,5,0,1,1,4,4,1,NA,NA,1,1,3,4,40000,61.56,66.42,62.52,60.25,63.62,67.18,59.17,66.4,61.75,66.57,67.98,61.21,0,0,0,19
229,1,1,2,1,9,6,4,14,23,33,2,2,1,0,1,1,4,6,1,0,3,4,3,0,97,3,0,1,2,3,45000,50.24,58.96,51.34,49.36,48.08,51.69,51.38,49.53,52.32,55.08,48.1,44.52,0,0,0,16
230,1,1,2,0,3,6,4,28,21,29,2,2,0,0,1,1,7,6,5,0,2,4.25,4,1,97,0,1,1,1,3,75000,59.61,74.29,61.44,60.66,62.6,65.85,64.52,58.91,60.2,65.4,65.01,61.26,0,0,0,20
231,0,1,2,0,5,6,4,20,21,29,2,2,1,0,1,0,2,1,0,1,2,3.75,4,0,97,0,NA,0,1,2,50000,40.59,51.74,46.28,48.86,46.42,46.29,55.67,60.23,43.98,51.14,54.62,47.48,1,0,1,22
232,0,1,2,0,6,6,4,30,21,29,2,2,1,1,1,1,4,5,3,1,2,2.75,4,0,97,0,1,0,1,4,1.00E+05,43.36,65.98,69.83,74.49,57.84,58.9,67.29,72.89,50.18,54.37,62.75,64.27,0,0,0,26
233,0,1,2,1,5,6,4,17,15,27,2,3,1,2,1,0,2,1,0,1,2,3,3,0,97,0,1,0,1,2,50000,66.3,43.89,45.75,49.73,62.44,55.31,44.25,51.48,56.75,51.45,45.8,53.48,1,0,0,21
234,1,1,2,1,6,6,4,22,18,27,2,2,3,1,1,1,4,4,3,1,2,3.75,4,1,97,0,1,1,1,2,30000,65.69,70.9,59.65,65.36,59.78,66.86,58.22,65.4,61.36,63.91,58.94,57.58,0,0,0,21
235,0,1,2,1,9,6,4,25,33,36,2,2,2,0,2,1,7,5,3,0,2,3.75,5,1,97,0,1,1,1,3,70000,59.84,62.13,41.95,53.8,53.57,60.46,48.67,55.94,53.33,63.68,48.07,54.74,1,0,0,27
236,0,1,2,0,7,6,3,9,18,35,2,2,0,0,1,0,8,3,2,0,4,2.65,2.81,0,95,0,1,0,1,2,35000,52.6,50.84,60.03,54.1,54.35,55.97,58.53,66.4,62.48,56.76,65.47,65.53,0,0,0,12
237,1,1,2,0,4,6,4,18,15,29,2,1,1,0,2,1,2,2,4,1,1,4,4,1,97,0,1,1,2,3,50000,66.85,74.31,72.07,67.15,68.05,66.26,66.03,72.89,61.06,68.3,67.59,65.25,0,0,0,20
238,1,1,2,1,6,6,4,17,19,29,2,2,3,0,2,1,4,3,3,1,1,5,3.5,0.5,97,0,1,1,1,2,30000,62.64,69.2,69.58,57.54,60.24,65.5,59.25,59.39,64.9,65.72,60.66,54.7,0,0,0,30
239,1,1,2,0,4,6,4,24,17,29,2,2,2,1,0,1,4,4,7,1,1,4.5,5.5,1.5,93,0,1,1,1,2,75000,60.14,65.73,73.74,57.36,62.53,68.14,69.05,58.14,55.53,70.18,68.53,65.39,0,0,0,26
240,0,1,2,0,5,6,4,27,22,30,2,2,4,0,3,0,3,5,2,1,2,4,4.5,0,93,0,1,0,1,3,50000,64.56,53.02,67.36,59.89,68.8,57.87,66.22,60.38,56.96,67.14,68.53,66.86,0,0,0,27
241,1,1,2,1,6,6,4,26,24,38,2,2,3,0,2,1,4,4,0,0,2,4.5,4.5,0,93,0,1,1,2,3,70000,50.53,45.66,44.1,53.92,49.38,50.47,48.47,53.14,46.26,54.95,59.64,59.93,0,0,0,28
242,0,1,2,1,4,6,4,22,32,41,2,2,2,0,1,1,6,2,0,1,2,5,3,0,83,3,1,1,1,3,30000,69.15,47.59,53.91,44.83,59.57,55.89,44.18,NA,56.96,49.59,49.28,52.02,0,0,0,19
243,0,1,2,0,4,6,4,22,19,23,2,2,3,1,3,1,2,3,2,1,2,4.5,4,0,97,0,1,1,1,3,60000,63.32,55.74,53.51,56.66,39.53,53.95,50.9,44.56,56.43,55.36,59.21,64.09,0,1,0,17
244,1,1,2,1,4,6,4,17,21,29,2,2,0,0,2,1,5,7,3,1,2,4.5,4,0,95,1,1,0,1,2,60000,58.62,52.64,51.28,48.86,52.78,56.81,57.65,52.87,54.57,61.62,59.68,60.19,0,0,0,20
245,0,1,2,0,4,6,3,23,21,29,2,2,2,1,1,1,2,1,0,1,1,4.5,4,0,97,10,1,0,1,4,1.00E+05,57.48,58.87,64.33,63.28,62.94,65.02,62.78,69.93,59.76,66.61,67.67,64.37,0,0,0,22
246,1,1,2,0,4,6,4,17,14,35,2,2,2,2,2,NA,2,3,3,1,1,5.5,3.5,0,97,10,1,1,1,4,1.00E+05,60.7,46.51,58.39,66.92,66.16,53.75,50.98,62.12,40.4,54.89,48.61,66.94,0,1,0,25
247,1,1,2,0,6,6,4,20,21,25,2,2,1,0,0,0,2,3,2,0,2,4.5,3.5,0,91,14,1,0,2,1,35000,54.84,54.03,53.55,58.18,45.8,59.72,51.09,48.47,46.18,61.04,53.07,45.74,0,0,0,11
248,0,1,1,1,7,6,4,28,33,43,2,2,1,0,1,0,3,5,2,0,2,4,4,0,82,1,0,0,1,2,35000,55.59,50.59,58.69,56.85,64.4,60.9,62.34,58.61,57.63,60.54,54.06,50.8,0,0,0,19
249,0,1,2,0,6,6,4,21,21,29,2,2,0,0,0,1,3,4,3,1,1,4,5,1,NA,4,NA,1,1,2,50000,59.8,57.18,57.11,53.2,59.68,60.53,60.58,58.47,57.14,69.5,62.42,51.51,0,0,0,14
250,0,1,2,1,5,6,4,15,28,27,2,3,2,0,2,0,2,3,3,1,2,5,2,0,91,1,1,0,1,2,45000,43.53,41.44,40.42,46.1,33.8,40.07,38.61,43.98,35.49,34.88,41.32,37.2,1,1,0,14
251,0,1,2,0,7,6,4,24,33,25,2,2,2,1,2,1,2,2,3,1,1,4.5,3.5,0,88,3,0,NA,2,2,1.00E+05,69.15,60.57,58.56,61.79,65.61,65.2,63.78,56.89,58.66,62.24,53.62,58.52,0,0,0,12
252,0,1,2,0,3,3,4,23,23,37,2,2,3,0,1,0,3,2,0,0,4,3,2,0,75,8,1,0,1,2,45000,58.36,57.44,55.41,55.49,54.99,60.3,59.55,53.37,54.26,60.1,59,54.67,0,0,0,13
253,0,2,3,1,4,6,4,32,35,37,2,1,5,5,2,1,3,8,2,1,1,5,4,0,90,10,1,0,1,2,NA,61.69,64.91,56.34,66.7,66.8,63.51,55.74,62.95,67.1,65.57,64.28,70.04,0,0,0,18
254,1,2,3,1,5,NA,1,24,18,28,2,2,2,0,1,1,7,3,4,1,1,4.5,4,1,90,10,1,1,1,3,1.00E+05,66.71,67.3,75.25,62.84,67.86,65.44,64.73,68.06,65.81,65.99,63.48,67.51,0,1,0,35
255,0,2,3,0,2,1,3,20,22,28,2,3,5,0,0,0,3,4,0,0,1,4.5,3,0,90,10,1,0,1,4,1,50.34,46.57,51.76,57.06,63.66,53.77,55.41,60.4,51.79,51.24,54.89,62.6,0,0,0,23
256,0,2,3,0,4,6,4,22,11,23,2,2,0,0,1,1,1,1,4,0,1,4,4,0,NA,10,1,0,2,3,50000,52.09,66.21,64.03,56.3,53.37,58.82,63.02,58.58,56.28,57.82,63.05,57.23,0,1,1,28
257,1,2,3,0,4,1,4,15,28,29,2,2,1,0,2,1,2,3,1,0,1,4,5,1,NA,10,0,0,1,3,60000,56.25,59.97,57.19,61.47,64.9,64.13,65.98,66.33,62.18,67,64.07,58.16,1,0,0,17
258,0,2,3,0,7,6,4,21,21,39,2,2,0,0,1,1,2,2,1,0,2,4.5,4.5,0,NA,10,1,0,3,4,50000,51.01,53.24,59.53,74.49,55.87,53.53,69.26,71.12,61.58,57.35,63.46,66.94,0,1,1,24
259,0,2,3,1,4,6,4,29,31,41,2,2,0,0,2,1,6,4,2,1,2,4,4,1,98,6,0,0,2,4,40000,70.55,69.24,70.17,57.45,67.09,68.74,65.02,71.89,60.8,68.61,59.58,66.89,0,0,0,21
260,1,1,4,1,8,6,2,10,20,27,2,2,5,4,3,1,3,3,2,0,2,4,4,0,NA,NA,NA,NA,2,2,NA,55.49,49.81,63.6,45.48,53.79,50.39,46.96,46.36,60.28,56.39,49.27,42.51,0,1,0,11
261,0,1,4,1,5,6,4,17,13,25,2,2,1,0,3,1,4,7,1,1,2,5,3,0,NA,NA,1,0,1,3,80000,69.15,60.51,58.91,57.46,65.22,65.13,67.84,60.82,66.74,63.55,59.79,62.5,0,0,0,18
262,1,2,3,0,4,6,4,25,19,29,2,2,1,1,1,1,2,5,0,1,2,4,4,1.16,95,41,1,1,1,3,60000,51.37,65.75,53.41,49.68,53.68,66.02,66.81,42.2,53.28,67.96,67.54,52.97,0,0,1,31
263,0,1,3,1,6,6,4,20,17,36,2,2,2,1,1,1,1,5,3,0,2,4.33,4,0,94,12,1,1,1,2,30000,59.32,66.09,51.17,60.81,62.7,65.62,50.74,57.35,64.93,64.54,56.68,60.7,0,0,1,31
264,0,1,3,1,4,6,4,26,26,40,2,1,3,1,2,1,7,4,7,1,2,4.18,4,0,99,5,1,1,1,3,1.00E+05,59.77,57.32,59.03,54.97,58.42,56.76,61.43,54.08,61.41,59.46,61.06,60.03,0,0,0,30
265,1,1,3,1,5,6,4,23,25,29,3,2,1,0,3,1,4,4,7,1,2,4.25,4,1,NA,10,1,1,1,4,80000,70.55,75.04,73.67,71.94,67.86,69.07,69.5,61.63,68.09,70.69,69.35,68.47,0,0,0,32
266,0,1,3,0,4,6,4,22,30,41,3,2,1,1,2,0,6,7,2,1,2,5,4,0,96,6,1,0,2,3,40000,67.29,56.84,53.03,50.43,60.85,52.14,50.73,56.21,61.57,50.54,51.46,51.61,0,0,0,30
267,1,2,3,0,7,6,4,15,17,25,3,2,1,0,1,0,0,6,4,1,2,4.5,3,0,97,0,NA,0,1,4,45000,40.92,41.84,48.45,44.2,44.82,44.35,39.29,45.55,46.46,47.75,40.5,46.66,0,0,0,28
268,0,2,3,1,4,6,4,15,13,25,3,1,1,0,1,1,2,6,2,0,1,4,4,1,97,11,1,0,1,3,60000,70.55,62.48,65.25,62.83,66.05,59.44,60.06,66.88,66.33,61.9,59.84,68.96,0,0,0,21
269,0,1,3,1,5,6,4,21,35,43,3,1,1,0,2,0,5,5,3,1,2,4.64,4.29,0,98,14,NA,1,1,3,28000,64.22,55.62,52.23,63.48,58.93,53.69,53.21,70.84,56.06,52.4,59.26,62.35,0,1,0,28
270,1,1,3,0,5,6,4,25,27,37,3,1,1,1,2,1,5,7,4,1,1,4.5,4,2,95,14,1,1,1,3,1.00E+05,69.15,75.43,59.87,59.54,64.54,69.97,71.53,59.8,61.73,67.55,66.43,59.48,0,0,0,27
271,1,1,3,1,4,6,4,29,24,39,3,2,2,0,2,1,1,2,2,1,2,4,5,1,98,17,1,1,1,4,40000,54.65,55.36,51.69,51.77,63.01,59.89,57.21,60.88,61.78,61.52,50.84,52.93,0,1,0,25
272,0,1,3,0,4,6,3,20,18,33,3,2,1,0,1,1,5,4,3,1,1,4,5,1,98,17,NA,1,1,3,35000,51.74,55.8,59.57,65.97,58.51,59.14,58.84,63.7,64.08,64.76,62.13,70.04,0,0,0,25
273,0,1,3,0,4,6,4,20,21,29,3,2,0,0,2,1,4,7,2,1,2,4.5,5,1.5,95,14,1,1,1,3,30000,63.99,66.94,54.88,58.08,64.76,68.39,68.93,56.73,52.95,63.62,63.98,58.7,0,0,0,31
274,1,2,4,0,5,6,4,23,22,39,2,2,2,0,2,1,1,1,2,1,1,4,4,0,96,5,1,1,1,3,NA,56.49,65.54,60.92,59.25,56.03,63.45,57.38,59.96,58.62,62.35,62.84,64.46,0,0,0,24
275,0,2,4,1,5,6,3,15,20,23,2,3,4,2,3,0,1,1,0,1,2,4,3,0,95,8,0,0,2,3,30000,46.64,53.04,41.64,46.91,42.8,53.84,48.14,44.52,35.54,56.39,53.47,41.55,1,1,0,17
276,0,2,4,1,4,6,2,9,12,17,2,2,0,0,2,1,4,5,2,0,1,4.5,4.5,1,95,5,1,NA,1,4,NA,63.55,62.02,52.56,58.24,63.15,67.47,56.34,64.67,67.69,70.05,58.38,64.37,0,0,0,25
277,0,2,4,1,3,6,2,13,11,26,2,2,0,0,1,1,8,5,2,1,1,5,4,0,95,5,1,1,1,4,50000,51.96,52.36,47.24,52.23,54.05,53.57,51.62,50.01,63.68,61.64,60.58,67.22,0,0,0,26
278,0,2,1,1,4,6,1,12,26,28,2,2,1,0,1,1,6,7,5,0,2,4,4.99,0,95,6,1,1,1,4,50000,65.88,50.9,56.82,49.31,60.56,50.27,52.7,56.71,61.82,52.49,53.93,55.68,0,0,0,28
279,0,2,2,0,4,6,4,23,20,34,3,1,4,1,2,1,3,8,5,1,2,3.32,5,1,94,11,1,0,1,4,30000,66.85,75.05,65.2,71.21,67.3,69.54,70.36,68,68.09,70.16,67.72,70.04,0,0,0,26
280,0,1,1,1,5,2,4,20,29,35,3,1,5,3,2,1,3,5,4,1,1,5,4,0,95,10,1,1,1,4,75000,58.8,70.39,68.17,76.7,61.41,66.54,61.64,67.34,63.64,64.63,61.81,63.95,0,0,0,27
281,1,1,1,0,3,6,4,23,35,43,3,1,1,1,2,0,2,6,4,1,2,4,4,0,NA,8,1,1,1,4,1.00E+05,50.71,63.16,55.28,53.72,58.98,53.39,55.59,52.91,45.99,54.51,58.63,46.96,0,1,0,27
282,1,1,1,0,5,6,4,32,35,36,3,1,2,0,1,0,6,6,4,1,2,3.5,4,1,NA,8,1,1,1,4,1.00E+05,54.84,64.49,69.29,65.95,56.94,64.58,71.01,65.58,51.27,66.48,69.35,65.51,0,1,0,30
283,1,1,2,1,3,6,4,18,18,25,3,1,2,0,2,1,5,8,7,1,2,3.25,4,0,95,4,1,1,1,3,70000,70.55,63.7,59.49,70.56,65.89,64.97,58.92,67.74,67.36,62.24,62.71,64.1,1,0,0,25
284,1,1,2,1,3,6,4,23,35,43,3,1,0,0,1,1,0,7,3,1,2,3.25,4,1,95,4,1,1,1,4,150000,66.31,56.07,51.37,54.96,62.97,58.25,54.25,55.41,60.03,58.3,54.32,52.51,1,0,1,29
285,0,1,2,1,7,6,4,19,28,36,3,1,3,0,2,1,2,6,2,1,2,2.75,4,1,95,4,1,1,1,3,NA,67.53,75.04,72.3,62.47,63.44,67.97,69.31,58.57,65.43,67.18,67.54,56.75,1,1,0,25
286,NA,1,2,1,5,6,3,27,25,23,3,2,2,1,1,1,4,8,4,1,2,4.5,4,0,98,5,1,0,1,3,26000,58.81,52.27,57.73,64.21,63.07,54.42,53.38,62.52,63.71,51.35,50.15,59.43,0,0,0,30
287,0,3,3,0,3,3,4,24,21,25,1,2,1,0,2,0,2,6,3,0,1,4,4,0,NA,NA,0,1,1,2,45000,42.3,55,59.71,54.36,49.2,59.18,53.22,56.83,55.77,62.3,51.59,52.67,1,1,1,11
288,1,2,3,1,5,6,4,17,15,25,1,2,5,0,2,1,1,3,4,1,2,4,3,0,93,5,1,1,1,4,70000,70.55,67.64,69.47,62.89,65.71,69.09,68.63,59.01,60.28,63.57,62.55,64.07,0,0,0,28
289,0,2,3,1,3,6,4,30,29,41,1,2,3,1,2,0,7,4,1,0,2,4,3,0,93,5,1,0,2,3,NA,39.59,42.54,46.94,43.15,31.53,39.8,33.13,35.07,37.14,46.87,34.39,33.51,1,1,1,17
290,1,1,3,1,4,6,4,28,32,35,1,2,0,0,0,1,2,4,2,0,1,8,4.5,1,94,11,0,1,1,4,50000,61.86,63.74,49.56,NA,63.32,63.87,63.26,62.61,57.05,66.84,63.14,61.35,0,0,0,11
291,1,1,3,1,4,6,4,29,25,40,1,2,3,0,1,1,8,8,2,1,1,4.5,4.5,1,94,11,0,1,1,4,45000,69.15,73.35,62.56,NA,64.33,71.05,64.89,68.2,68.09,69.55,62.86,67.04,0,0,0,13
292,1,2,3,1,4,6,4,27,21,38,1,2,1,0,1,0,3,2,3,1,3,4,4,0,93,5,0,NA,1,2,45000,53.5,49.35,48.33,46.92,58.76,53.95,53.5,46.08,54.93,54.03,50.87,60.17,0,0,0,11
293,0,3,3,1,4,6,4,32,35,43,1,1,1,0,1,0,2,2,3,0,1,4,4,0,97,2,1,0,1,3,NA,51.82,51.88,56.93,42.87,40.91,53.07,52.51,47.51,56.15,48.84,55.27,47.79,0,0,0,20
294,1,2,3,1,5,6,4,26,26,33,1,2,0,0,1,1,3,4,5,0,2,4,3,0,NA,0,0,1,1,2,NA,46.85,51.3,40.37,51.76,51.81,52.22,48.59,48.21,55.31,55.5,41.13,53.54,0,0,0,11
295,1,2,3,1,4,2,4,18,16,33,1,2,1,0,1,0,2,3,1,0,1,4,4,0,93,6,0,0,1,2,25000,41.44,45.25,47.3,49.09,45.61,50.74,44.39,47.87,53.87,55.16,64.3,57.4,0,0,0,18
296,1,2,3,0,4,6,4,26,23,29,1,2,0,0,1,1,6,2,1,1,2,4,5,0,94,8,1,NA,1,1,25000,57.04,54.52,62.26,57.97,61.68,56.35,52.83,54.34,60.87,58.93,64.51,59.87,0,0,0,20
297,0,2,3,1,5,6,4,13,21,29,1,2,2,0,4,1,4,4,2,1,1,4,4,0,93,3,1,1,1,3,2.00E+05,54.93,50.01,42.52,44.62,58.96,58.28,45.45,46.16,52.85,58.45,45.06,47.82,0,1,1,23
298,0,3,3,0,3,6,4,32,26,21,1,4,0,0,2,0,1,0,0,0,3,4,3,0,93,1,1,0,1,2,50000,58.45,49.87,NA,NA,52.06,50.9,48.83,60.9,60.76,53.17,49.91,61.91,1,0,1,20
