id,advmath8,urban,region,gender,famsize,parmarl8,homelang,slfcnc08,slfcnc10,slfcnc12,schtyp8,tcherint,late12,cuts12,absent12,approg,hwkin12,hwkout12,excurr12,computer,hsprog,unitengl,unitmath,unitcalc,schattrt,apoffer,nursery,algebra8,numinst,edexpect,expinc30,achrdg08,achmat08,achsci08,achsls08,achrdg10,achmat10,achsci10,achsls10,achrdg12,achmat12,achsci12,achsls12,cigarett,alcbinge,marijuan,ses
299,1,1,3,0,4,6,4,19,21,29,1,2,0,0,1,1,3,4,3,0,1,6,4,0,89,6,1,1,1,4,250000,57.18,64.64,62.26,62.73,63.77,66.76,66.92,70.84,65.98,65.89,60.55,66.98,0,0,0,17
300,1,2,3,0,4,1,4,19,30,37,1,2,1,1,2,0,3,1,5,1,2,4,3,0,95,5,1,1,1,2,40000,54.05,60.7,56.09,50.91,56.43,60.63,53.97,60.78,63.27,58.8,51.99,52.46,0,0,0,11
301,0,2,3,0,3,5,4,22,30,43,1,2,0,0,0,0,2,6,1,0,3,3,4,0,95,5,0,0,1,1,22000,41.24,48.65,44.7,40.74,45.11,51.99,45.09,51.79,39.9,53.2,43.26,42.62,0,0,0,8
302,0,3,3,0,4,6,4,26,35,29,1,2,1,0,2,0,4,2,2,1,1,4,5,1,91,2,0,0,1,4,1.00E+05,69.15,55.04,66.91,76.7,63.56,65.17,68.7,72.89,66.19,64.71,66.8,62.47,0,1,0,30
303,0,3,3,0,4,6,4,19,26,27,1,2,1,0,3,0,5,3,1,1,2,4.5,2,0,91,2,0,0,1,1,125000,52.28,42.99,60.09,47.39,53.18,50.05,53.19,49.43,50.54,46.28,53.03,46.05,0,0,0,3
304,0,3,3,0,4,6,4,23,15,28,1,2,1,0,1,0,0,1,4,0,2,4,3,0,92,6,1,0,1,4,95000,49.34,48.04,52.79,53.74,49.44,43.3,47.26,59.09,54.1,49.43,43.98,49.41,1,0,1,12
305,1,3,3,1,3,6,4,15,16,30,1,2,2,1,1,1,2,2,3,0,2,4.5,3,0,92,6,NA,1,1,3,35000,46.89,66.35,56.06,47.71,52.37,60.14,56.12,54.15,54.45,57.25,61.72,50.45,0,0,0,15
306,0,3,3,1,3,6,4,13,14,29,1,2,1,0,1,0,1,2,4,0,2,4,3,0,94,2,0,0,1,3,30000,48.1,52.28,49.87,36.74,54.76,47.11,50.22,47.46,44.29,48.07,54.46,38.7,0,0,0,8
307,0,2,3,1,4,6,4,13,18,33,1,2,1,1,1,0,3,3,2,0,1,5,4,0,93,4,1,0,1,2,30000,57.09,46.83,50.75,56.54,57.62,52.47,53.33,52.79,57.38,50.46,49.78,50.01,0,0,0,15
308,1,2,3,1,5,6,3,29,30,29,1,2,0,0,3,1,6,2,1,1,2,4,4,1,93,4,1,1,1,3,50000,69.15,68.57,67.71,56.96,61.86,68.19,63.49,58.69,63.49,64.53,61.46,53.78,0,0,0,28
309,1,2,3,0,4,6,4,17,28,40,1,2,2,0,2,1,2,3,6,0,1,4,4,0,93,4,1,1,1,3,52000,63.07,68.22,52.48,54.56,67.86,65.76,62.38,65.88,61.55,62.26,64.02,56.6,0,0,0,23
310,1,2,3,0,5,6,4,18,19,29,1,2,3,1,2,0,1,2,0,0,1,4.5,3.5,0,93,16,1,0,1,2,20000,58.47,60.22,59.09,58.72,64.68,58.09,63.71,63.9,60.94,57.83,61.19,58.8,1,0,0,21
311,1,2,3,0,4,6,4,29,35,43,1,2,5,2,2,1,3,7,1,1,3,4,5,1,93,16,1,1,1,4,60000,70.55,73.68,67.05,72.6,66.92,68.21,69.52,72.89,66.56,67.23,65.69,67.38,0,0,0,30
312,1,2,3,0,4,6,1,28,29,39,1,2,4,2,2,1,3,5,2,1,2,6,4,1,91,15,NA,1,1,2,60000,57.89,61.58,62.21,60.95,61.24,68.03,61.88,72.89,59.08,67.45,62.32,65.6,0,0,0,22
313,1,3,3,1,4,4,4,19,23,27,1,2,2,0,1,1,8,8,3,0,1,4,6,1,98,4,0,1,1,4,50000,59.72,62.47,61.45,68.36,64.91,60.24,48.47,64.58,57.98,62.89,46.46,66.73,0,0,0,6
314,0,3,3,1,4,6,4,23,28,36,1,2,1,0,1,1,6,3,2,0,1,4,5,1,98,4,1,0,1,2,20000,54.21,54.49,62.96,60.42,61.01,52.95,52.51,59.86,46.66,54.24,62.48,61.91,0,0,0,17
315,NA,3,3,1,4,6,4,21,16,25,1,2,2,0,2,0,5,3,1,1,2,4.5,4,0,NA,3,0,0,1,2,20000,52.01,52.13,61.08,50.05,55.76,46.56,59.86,42.68,51.94,49.41,63.68,46.83,0,1,0,22
316,0,3,3,1,6,6,4,17,22,32,1,2,1,0,2,1,2,1,0,0,2,4,4,0,NA,3,NA,0,1,4,250000,65.31,44.2,57.39,49.5,61.37,54.1,51.44,49.99,52.03,55.22,58.26,58.8,0,0,0,13
317,1,2,3,1,5,6,4,30,35,41,1,2,5,5,2,0,4,5,3,1,2,5,2,0,94,5,1,1,1,3,50000,65.69,68.45,58,56.15,65.26,64.08,64.35,62.55,63.66,64.97,57.63,51.18,1,1,1,18
318,0,1,3,1,5,6,4,32,35,43,1,2,1,0,1,0,4,7,1,0,3,4,3,0,84,6,NA,1,2,4,70000,54.26,49.4,55.24,55.76,51.79,49.67,54.84,58.1,53.12,50.43,48.33,51.93,0,0,0,17
319,0,2,3,1,2,1,4,19,35,29,1,2,1,0,0,1,2,2,0,1,3,4,4,0,NA,12,1,0,1,3,30000,62.73,58.74,52.89,69.58,61.73,53.58,58.55,60.27,64.76,55.8,64.27,59.59,0,0,0,15
320,1,3,3,0,6,6,4,21,21,43,1,2,1,0,1,1,2,2,1,0,2,4,5,1,96,3,1,0,1,2,80000,55.84,63.67,49.94,52.88,46.63,67.72,57.46,56.69,59.28,67.09,62.57,52.52,0,1,0,23
321,0,3,3,1,6,6,4,31,35,39,1,2,0,0,1,1,3,6,2,0,1,4,4,0,96,7,0,0,2,2,20000,64.65,54.98,51.42,54.51,56.83,53.43,44.98,47.58,53.93,51.83,43.68,47.47,0,0,0,19
322,1,3,3,1,4,4,4,24,29,31,1,2,1,0,1,0,0,0,3,0,2,4,3,0,94,5,1,0,1,2,32000,35.74,37.2,37.16,37.74,36.54,34.65,38.19,32.91,34.11,35.56,36.7,36.47,0,0,1,9
323,1,1,3,1,4,6,4,22,27,37,1,2,1,0,2,1,2,3,2,0,1,4,4,1,93,6,1,1,1,3,45000,59.9,67.94,62.32,61.23,63.97,67.47,61.66,63.91,63.54,64.41,61.19,67.06,0,0,0,20
324,0,1,3,0,4,6,4,28,23,43,1,2,2,2,2,0,1,1,0,0,2,5,4,0,94,6,1,1,1,3,50000,64.18,62.33,69.38,65.8,62.15,58.09,62.73,72.89,59.23,58.61,58.32,66.29,0,1,0,26
325,1,3,3,0,2,1,4,18,21,29,1,2,2,0,2,1,2,1,5,0,2,4,4,1,90,0,1,1,1,3,60000,62.43,62.84,63.12,76.7,63.75,60.84,62.66,64.11,58.4,64.44,64.02,62.12,0,1,0,26
326,1,3,3,1,4,6,4,8,0,15,1,2,2,1,1,1,2,2,1,0,1,4,4,0,95,0,0,1,1,3,40000,62.28,52.95,54.84,51,55.81,56.97,54.22,54.42,54.24,57.18,57.89,65.1,0,0,0,26
327,0,2,3,0,4,6,4,19,23,38,1,1,1,1,1,0,3,3,0,0,3,4,3.5,0,92,12,0,0,1,2,40000,42.06,54.78,58.23,48.88,47.75,57.57,60.19,51.12,46.66,58.57,60.67,49.83,0,0,0,10
328,0,2,3,0,3,NA,3,17,21,29,1,2,1,1,1,1,3,3,2,0,2,4,4,0,89,4,0,0,1,1,50000,50.18,52.12,47.37,52.73,42.15,53.5,47.75,46.72,45.33,51.93,59.23,56.84,0,0,0,11
329,1,2,3,0,3,6,4,18,23,31,1,3,1,0,1,1,3,3,2,0,2,4,4,0,89,4,1,1,2,4,60000,58.85,62.41,58.94,53.87,51.83,58.74,65.76,55.35,65.49,59.42,63.27,64.13,0,1,0,19
330,0,3,3,0,3,3,4,22,18,27,1,2,3,1,1,1,2,3,0,0,1,4,3,0,94,NA,0,0,1,1,40000,57.81,52.24,61.37,37.53,50.66,53.62,57.91,59.42,56.05,41.9,44.26,47.53,1,0,1,25
331,1,3,3,0,5,6,4,29,26,27,1,2,1,1,1,1,2,5,3,1,1,4.5,4,0,94,NA,1,1,1,2,50000,47.04,58.84,49.73,46.82,34.75,59.79,51.87,53.2,43.05,59.41,33.8,33.83,0,0,0,19
332,1,2,3,1,4,6,4,15,18,32,1,3,2,1,1,1,3,5,1,1,3,4,3,0,78,10,1,0,1,2,70000,57.53,45.83,48.21,47.3,60.91,51.02,50.11,42.76,51.37,56.47,49.39,46.87,0,0,0,19
333,0,1,3,0,9,6,2,31,18,29,1,2,0,0,1,1,4,5,3,0,2,5,5,1,90,8,0,1,1,3,45000,45.31,46.75,47.97,45.36,42.82,39.15,43.28,45.6,56.82,45.86,43.06,43.85,0,1,0,16
334,1,3,3,0,4,6,4,24,26,31,1,2,1,0,2,1,5,2,1,1,2,4,4,1,NA,2,1,1,1,3,60000,70.55,62.91,55.61,58.86,64.55,68.74,65.85,63.91,64.78,65.35,63.8,63.76,0,0,0,22
335,1,3,3,1,4,6,4,23,24,40,1,2,0,0,2,1,2,3,2,1,2,4,4,0,94,4,1,1,1,4,55000,64.6,66.72,53.06,64.78,66.52,65.41,59.69,61.47,66.25,63.4,61.41,61.17,0,0,0,19
336,1,3,3,1,4,3,4,32,22,31,1,2,1,0,2,1,1,5,1,0,2,3,3,1,89,1,1,1,1,4,70000,63.45,53.58,49.12,54.21,63.51,58.37,63.46,55.48,63.82,62.25,58.68,58.19,0,0,0,19
337,1,2,3,0,5,6,3,28,24,31,1,2,1,2,0,1,2,2,5,0,2,4,4,1,94,3,0,1,1,3,NA,64.56,56.78,55.53,63.27,47.45,57.1,48.37,54.98,56.38,60.68,51.71,62.02,0,0,0,19
338,0,1,1,1,4,NA,4,25,25,29,2,2,0,0,2,0,3,3,2,1,1,4,4.5,1,94,3,NA,NA,1,4,40000,58.33,62.14,71.66,58.56,61.62,60.93,70.36,58.39,56.24,59.66,66.04,56.15,0,0,0,30
339,1,2,4,1,4,6,4,29,17,25,2,2,1,1,2,1,2,2,4,1,1,4.5,4,0,95,10,1,1,2,2,27000,51.18,56.32,55.3,54.67,61.09,58.29,55.24,53.15,59.1,58.93,60,56.5,0,0,0,26
340,1,2,4,1,4,6,4,13,18,27,2,2,1,0,1,0,3,4,2,1,1,4,4,0,95,9,1,1,2,2,50000,53.52,57.73,49.21,48.98,62.41,57.95,46.01,48.34,48.76,57.46,52.89,44.22,0,0,0,16
341,NA,2,4,0,2,1,4,11,16,28,2,2,4,5,3,0,0,0,0,0,2,4,2,0,NA,9,1,0,1,2,35000,54.15,43.43,61.97,48.81,44.43,50.33,48.05,48.35,46.77,49.49,57.33,59.97,1,1,1,24
342,0,1,1,1,5,6,3,18,21,37,2,2,1,0,2,1,2,5,2,1,1,4,4,1,93,12,1,1,1,3,40000,65.13,72.6,58.18,60.93,67.86,68.94,55.55,71.89,64.5,66.28,51.11,64.66,0,0,0,26
343,0,2,1,1,6,6,4,22,14,33,1,2,1,0,2,1,2,4,5,1,2,4,5,0,95,5,1,0,1,2,NA,55.71,46.79,60.79,51.94,53.4,48.7,53.5,59.03,59.9,54.61,62.36,59.3,0,0,0,23
344,1,2,1,1,5,6,3,18,33,43,1,1,1,1,1,1,4,3,1,1,2,5.5,3.5,0,95,5,1,1,1,3,75000,66.85,77.2,62.83,65.81,67.55,67.99,69.51,68.18,63,66.55,67.26,67.3,0,0,0,27
345,0,3,1,1,4,6,4,25,27,36,1,2,1,0,3,0,5,4,4,0,1,4,4,0,93,11,1,0,1,2,50000,42.81,67.79,50.58,48.19,53.16,60.35,62.6,45.79,54.96,63.4,61.52,51.3,0,0,0,15
346,0,3,1,0,4,6,4,25,25,37,1,4,0,0,2,1,7,7,1,1,1,4,4,0,95,4,0,0,2,2,35000,58.87,51.65,51.51,57.49,57.47,56.24,58.22,59.11,58.14,58.61,58.85,56.89,0,0,0,9
347,1,2,1,1,5,6,4,13,15,24,1,3,0,0,1,0,3,3,1,1,2,5,4,0,93,5,1,0,1,1,NA,55.4,40.88,46.8,52.58,44.85,46.56,50.26,48.51,52.28,46.21,45.89,50.58,0,0,0,10
348,1,1,1,0,5,6,4,28,26,33,1,3,2,0,1,1,3,4,2,1,2,4,5,1,85,0,0,1,1,4,50000,60.02,54.39,53.71,71.94,66,52.99,62.29,63.11,52.45,56.81,58.14,66.79,0,1,0,9
349,0,2,1,1,5,6,4,22,24,22,1,1,2,2,1,0,0,2,5,0,2,4,3,0,93,2,1,NA,1,3,25000,45.52,42,45.09,45.98,45.11,42.39,43.24,48.78,41.61,47.73,40.4,40.53,0,0,0,15
350,1,2,1,0,4,6,4,20,25,43,1,2,2,0,2,0,2,1,4,1,3,4,3,0,96,4,0,NA,1,2,35000,43.73,68.57,59.61,63.43,47.87,67.24,63.58,54.33,52,65.05,66.01,64.88,0,0,0,19
351,0,2,1,0,4,6,4,26,35,43,1,2,5,1,1,1,2,4,5,1,2,3,3,0,95,8,1,0,1,3,150000,56.99,49.15,46.2,61.48,49.34,51.06,64.44,59.92,53.62,56.78,66.04,65.79,0,1,1,29
352,0,2,1,0,6,6,4,18,19,22,1,2,1,4,1,0,5,4,6,1,1,4.5,3,0,95,8,1,0,2,2,250000,38.22,45.37,56.95,67.72,37.53,46.66,53.44,50.18,49.68,39.28,54.22,63.41,1,1,1,27
353,0,2,1,1,3,2,4,23,31,27,1,2,1,0,4,0,3,3,0,1,2,4,2,0,95,8,1,1,1,1,15000,63.37,59.67,66.7,56.3,65.34,60.13,62.48,54.41,54.38,58.62,57.74,61.11,1,0,0,11
354,0,2,1,0,4,6,1,14,15,23,1,2,2,1,1,1,3,6,1,1,2,4,5.5,0,95,8,1,0,1,4,50000,70.55,61.32,67.79,56.84,65.1,65.28,62.42,58.52,65.89,62.32,65.01,53.53,0,0,0,29
355,0,2,1,0,5,6,4,29,23,33,1,3,3,1,0,0,2,3,5,1,2,4,2,0,95,3,0,0,1,2,45000,51.2,54.06,49.63,54.62,50.94,49.32,50.67,44.97,43.61,47.09,42.09,37.22,0,1,0,11
356,1,1,1,0,4,5,4,28,17,31,1,2,1,0,2,1,3,4,0,1,1,4,5,1,93,12,0,1,1,2,50000,53.08,58.13,64.89,54.04,55.84,61.41,57.99,54.63,54.05,61.99,61.1,55.96,0,0,0,4
357,0,2,1,1,4,6,4,15,13,27,1,2,1,1,2,1,2,7,4,0,2,4.5,4,0,92,16,1,0,2,4,45000,70.55,63.65,58.22,64.23,62.73,63.35,59.54,59.58,59.73,58.64,59.43,64.3,0,0,0,23
358,1,2,1,1,4,6,4,19,21,31,1,2,0,0,1,1,3,3,3,1,1,5,3,0,92,16,1,0,1,4,NA,70.55,73.33,67.15,74.06,68.8,69.41,67.92,66.67,63.6,67.92,67.19,62.9,0,0,0,29
359,1,2,1,1,5,6,4,19,24,30,1,3,0,0,1,1,1,4,0,1,2,4,4,1,NA,4,NA,1,1,1,0,57.45,59.37,54.25,49.7,58.74,60.88,53.07,50.27,59.82,56.65,53.38,50.22,0,0,0,15
360,0,2,1,0,6,6,4,22,26,35,1,2,0,0,0,0,4,8,6,1,1,4,4,0,97,4,1,0,1,2,50000,45.23,48.03,50.55,43.64,53.13,56.97,62.76,45.83,54.69,56.64,63.32,45.87,0,0,0,22
361,0,2,1,0,5,6,3,30,35,37,1,2,5,0,3,0,1,2,0,0,1,4,4,0,94,13,1,1,2,4,40000,49.11,52.09,57.18,58.25,47.82,63.51,64.1,60.68,44.75,59.23,44.75,61.13,0,0,0,14
362,0,3,1,1,6,6,4,19,18,23,1,2,0,0,0,1,1,4,1,0,2,3.5,4,0,NA,1,NA,0,1,2,NA,53.49,51.03,53.03,48.64,47.74,54.27,56.15,40.84,49.13,56.22,59.13,49.31,0,0,0,9
363,0,3,1,0,2,4,4,13,21,23,1,2,2,1,1,0,2,2,3,0,2,4,2,0,96,2,0,0,1,3,30000,51.37,54.87,52.79,56.9,53.08,57,50.28,55.96,50.11,53.48,65.51,55.27,0,0,0,8
364,1,3,1,0,4,6,4,20,21,29,1,1,0,0,2,0,3,5,3,1,1,4,4,0,90,4,1,1,2,2,35000,59.03,53.15,56.08,57.86,57.06,53.7,53.96,57.54,58.1,55.46,48.61,55.01,0,1,0,32
365,0,2,1,0,6,1,4,23,25,25,1,2,2,0,1,0,1,2,4,0,2,4.5,5,0,90,0,1,1,1,2,30000,49.72,56.08,51.32,43.12,53.9,55.02,55.56,56.68,43.05,56.03,56.16,47.11,0,0,1,11
366,0,2,1,1,5,6,3,22,18,25,1,2,1,0,2,1,2,7,3,0,2,3,4,1,94,11,NA,1,1,4,2.00E+05,63.52,68.95,64.25,62.27,59.4,67.15,68.99,72.89,65.51,68.25,64.67,66.27,0,0,0,23
367,0,2,1,1,4,6,4,21,18,28,1,2,0,0,1,0,2,3,1,1,1,5,4,0,94,11,1,0,1,2,45000,59.7,50.86,50.27,48.84,62.23,59.03,58.21,52.63,60.78,61.47,58.45,47.28,0,0,0,19
368,0,2,1,0,6,NA,4,20,21,27,1,3,1,0,1,0,2,4,4,1,2,5,3,0,95,6,NA,NA,2,3,45000,40.99,46.97,41.26,42.52,39.47,49.67,34.7,41.4,34.92,55.21,42.17,44.59,0,0,0,30
369,1,2,1,1,4,6,2,29,29,33,1,2,0,0,0,1,3,7,2,0,2,4,4,0,95,6,1,0,1,3,30000,65.47,58.94,44.18,46.13,47.96,58.34,36.13,42.57,56.8,58.77,47.96,44.97,0,0,0,11
370,0,2,1,1,6,6,4,19,16,23,1,2,1,0,2,1,2,5,1,1,2,4.5,4,0,92,8,1,1,1,3,50000,45.86,53.54,41.06,62.04,53.24,45.27,48.27,54.53,51.33,42.9,44.01,52.56,0,0,0,18
371,0,2,1,1,3,6,4,16,15,28,1,2,1,0,4,0,4,6,5,0,2,4,3,0,93,0,NA,1,2,3,50000,64.89,65.32,69.15,59.73,66.83,64.49,67.22,62.11,61.5,64.47,NA,NA,0,0,0,12
372,1,2,1,1,5,6,4,18,18,39,1,2,3,1,3,1,2,3,2,1,1,4.5,4,1,93,0,1,1,1,3,40000,58.87,73.47,59.81,62.24,63.31,67.99,64.12,64.28,66.24,69.38,52.69,61.3,0,1,0,25
373,1,2,1,0,4,6,3,28,18,21,1,2,0,0,0,1,6,7,2,1,2,4,4,1,93,0,1,1,1,2,NA,67.1,68.92,62.16,67.64,66.52,67.22,69.22,72.89,63.69,65.61,68.29,68.62,0,0,0,23
374,0,2,1,1,5,4,4,27,33,38,1,2,4,1,1,0,1,2,3,0,1,4.5,3.6,0,92,0,0,0,1,2,NA,48.59,44.8,43.12,49.39,45.6,46.23,41.85,50.44,48.12,50.9,35.89,39.48,0,0,0,21
375,NA,3,1,0,7,6,1,29,25,27,1,3,1,0,1,0,2,3,3,0,2,3.5,4,0,NA,0,NA,NA,1,2,35000,42.9,40.53,54.99,54.26,48.45,48.14,53.42,54.95,41.53,49.38,54.26,53.34,0,0,1,3
376,1,3,1,1,3,1,4,15,17,25,1,2,2,0,2,0,4,4,4,0,2,4,3.5,0,NA,0,1,1,2,2,35000,53.51,63.2,49.05,62.4,51.45,58.99,66.55,63.26,55.15,57.86,67.26,59.1,0,0,0,19
377,0,2,1,1,3,6,2,17,18,25,1,3,3,2,2,NA,2,3,1,0,2,4,4,0,96,11,1,1,1,3,35000,50.23,45.7,41.82,49.9,52.29,51.52,43.54,50.63,52.1,50.99,38.1,51.19,0,1,0,19
378,1,2,1,0,5,NA,2,15,17,21,1,2,3,2,1,1,4,4,5,1,2,2.5,3.5,0.5,92,9,NA,NA,1,4,30000,70.55,63.74,71.98,67.16,67.3,62.98,69.23,68.38,66.33,63.3,66.09,61.63,0,0,0,26
379,1,2,1,0,5,3,4,15,19,30,1,1,1,0,2,0,2,2,0,0,2,4,5,1,NA,NA,1,0,2,2,35000,67.97,73.8,74.32,70.56,64.57,68.05,68.97,62.98,64.72,66.72,68.24,64.01,0,0,0,19
380,1,2,1,1,5,6,3,30,27,41,1,2,5,0,1,0,2,7,7,1,2,3.5,4,0,90,16,1,NA,1,3,60000,57.62,54.07,58.89,49.88,63.06,62.33,50.44,52.69,60,60.89,59.74,45.09,0,0,0,22
381,1,2,1,1,4,6,4,32,30,38,1,1,1,1,2,1,2,5,3,1,1,4.5,4,0,NA,14,1,0,2,4,55000,60.7,57.15,48.22,58.15,63.06,66.12,57.02,54.44,60.17,63.23,56.67,57.01,0,0,0,27
382,1,2,1,1,6,6,3,28,33,40,1,2,2,2,1,1,2,6,5,1,1,5.5,5,1,NA,14,1,1,1,3,70000,67.97,74.04,66.64,59.9,66,71.05,71.72,68.2,66.26,70.24,66.89,62.7,0,0,0,30
383,0,2,1,1,5,6,4,13,17,25,1,2,5,3,2,0,8,6,0,0,2,4,4.5,0,NA,2,0,0,1,3,35000,56.55,62.1,62.85,58.06,57.39,57.45,55.66,61.35,61.83,54.99,64.45,56.98,0,0,1,13
384,1,2,1,1,6,6,4,15,21,37,1,2,1,0,2,1,3,5,2,1,2,4.5,4,0,96,7,1,1,2,3,30000,60.87,67.14,67.21,55.92,64.43,66.46,58.77,61.46,61.76,67.81,60.77,60.96,0,0,0,22
385,0,2,1,1,5,6,4,29,21,33,1,3,2,0,3,0,3,2,2,1,1,4.5,3,0,94,0,0,NA,1,1,25000,59.25,47.32,40.84,42.74,54.55,50.37,44.99,46.41,52.02,50.07,42.84,41.13,0,1,0,18
386,0,3,1,1,5,6,4,14,11,23,1,2,2,1,3,0,1,3,3,1,1,4,4,0,92,0,0,0,1,3,30000,53.51,49.25,47.5,52.8,51.89,49.78,49.74,46.44,42.23,42.76,46.08,40.52,0,0,0,26
387,1,3,1,0,5,6,4,25,16,25,1,2,2,1,2,0,3,3,5,1,1,4,4,0,94,10,NA,1,1,3,40000,62.52,59.93,49.18,53.68,56.96,62.33,70.18,56.31,61.17,63.71,64.86,58.92,0,0,1,19
388,1,2,1,1,4,6,4,0,9,25,1,4,2,3,2,0,5,1,0,1,2,4,3.5,0,92,7,1,1,1,2,30000,43.71,60.8,34.94,41.19,45.29,57.21,46.41,40.87,58.32,57.02,59.72,50.17,1,1,1,23
389,0,2,1,0,2,1,1,18,19,27,1,2,2,1,2,0,3,4,2,0,2,4.5,4,0,93,14,1,0,1,2,70000,51.05,55.31,35.53,52.8,58.58,53.32,48.6,49.26,47.89,52.91,50.54,52.58,0,0,0,19
390,1,2,1,0,5,6,4,29,23,38,1,2,1,0,1,1,4,5,3,0,1,4,4,1,85,10,1,1,1,4,40000,66.3,67.34,77.68,63.15,59.7,62.7,71.03,69.88,64.7,62.01,62.17,61.88,0,0,0,17
391,0,2,1,0,4,6,4,28,25,37,1,1,0,0,2,0,3,2,2,0,2,4,4,0,85,10,1,1,2,4,35000,47.46,65.55,57.18,51.82,51.86,61.59,58.05,56.81,53.33,66.62,64.52,52.1,0,0,0,14
392,0,2,1,0,4,6,4,24,16,34,1,2,0,0,2,0,2,2,0,1,3,4,5.99,0,85,10,1,1,1,3,40000,41.71,38.81,49.71,49.9,38.4,41.26,39.98,45.68,53.45,42.93,50.69,49.86,0,0,0,25
393,0,3,1,0,9,6,4,17,14,28,1,3,2,1,2,1,2,3,0,1,1,4,4,0,NA,2,NA,0,1,2,40000,58.46,58.79,56,67.48,66.6,56.02,67.62,66.22,57.49,62.67,60.75,62.5,0,0,0,25
394,1,3,1,1,4,6,4,12,26,35,1,2,4,0,4,1,1,2,2,1,2,4.2,3,0,NA,2,1,1,1,2,35000,70.55,59.36,67.56,55.92,68.8,60.26,63.76,63.35,64.8,57.64,53.55,60.32,0,0,0,15
395,1,3,1,1,3,3,3,21,23,29,1,2,0,0,1,0,3,7,1,0,1,4,3,0,95,9,0,0,1,3,40000,53.27,49.61,37.99,49.18,48.67,54.85,53.05,58.81,58.84,57.83,62.08,56.5,0,0,0,19
396,0,2,1,1,4,6,4,29,23,28,1,2,4,4,4,1,6,2,4,1,2,4,4,0,43,9,1,0,1,3,65000,57.29,58.25,51.11,56.86,61.28,58.53,57.01,50.75,63.2,52.87,55.94,61.57,0,0,0,20
397,1,2,1,0,4,6,4,27,29,38,1,1,0,0,2,1,2,6,2,1,1,4,3,1,93,NA,1,1,1,3,40000,70.55,72.14,80.01,73.26,67.86,71.05,72.48,70.84,66.19,70.42,70.6,70.04,0,0,0,24
398,0,3,1,1,7,6,4,15,19,29,1,2,4,1,2,0,2,3,1,0,1,4.5,3,0,90,0,1,0,1,3,40000,48.25,52.13,56.83,52.2,47.54,55.58,48.38,46.45,51.68,51.42,48.03,43.13,0,1,1,11
399,1,2,1,0,5,6,4,22,28,37,1,1,1,1,1,1,2,3,1,1,2,4,4,0,89,0,1,1,1,4,35000,66.85,69.13,69.56,65.96,67.86,65.74,63.68,64.45,64.9,63.52,67.52,62.64,0,0,0,12
